,1,2,3,4,5,6,7,8,9,10
1,0.0,2.4929524059550037,1.888324798455603,1.3742604544900445,2.116533781199461,1.8089379339906417,2.6435634257460245,2.545303053096409,2.126440709752298,2.2880005424570777
2,2.4929524059550037,0.0,1.7247439032750687,2.3603582633015,1.827509848148686,1.5507999217543504,1.4962375731892306,1.5872264351459957,2.249409804325262,1.7799376246952883
3,1.888324798455603,1.7247439032750687,0.0,1.7915047100887598,2.1674746507822316,1.3315226420779591,1.9635383658219843,2.149656490334108,1.9279865344106513,1.466575757624394
4,1.3742604544900445,2.3603582633015,1.7915047100887598,0.0,2.28320571929383,1.6792282735305217,2.6521377179979666,2.5974000375565414,2.0536936716436225,1.9284113455656482
5,2.116533781199461,1.827509848148686,2.1674746507822316,2.28320571929383,0.0,1.9861274438552663,1.888735667365523,1.4151822134000502,2.0393019716512226,2.0492668752752827
6,1.8089379339906417,1.5507999217543504,1.3315226420779591,1.6792282735305217,1.9861274438552663,0.0,2.173552734288764,2.0650053226805642,2.1135476942044433,1.3806852818141508
7,2.6435634257460245,1.4962375731892306,1.9635383658219843,2.6521377179979666,1.888735667365523,2.173552734288764,0.0,1.2485342448959167,2.0693804535167057,2.0039934322147754
8,2.545303053096409,1.5872264351459957,2.149656490334108,2.5974000375565414,1.4151822134000502,2.0650053226805642,1.2485342448959167,0.0,1.6305613612850343,2.0642245293558674
9,2.126440709752298,2.249409804325262,1.9279865344106513,2.0536936716436225,2.0393019716512226,2.1135476942044433,2.0693804535167057,1.6305613612850343,0.0,1.6883026319482952
10,2.2880005424570777,1.7799376246952883,1.466575757624394,1.9284113455656482,2.0492668752752827,1.3806852818141508,2.0039934322147754,2.0642245293558674,1.6883026319482952,0.0
