,1,2,3,4,5,6,7,8,9,10
1,0.0,1.511959788806242,1.9148992215014475,2.683379477365794,1.9787886013241018,1.4723538726991736,2.935865427633116,3.60950568076313,1.3008702565452779,2.971135237289201
2,1.511959788806242,0.0,1.8065705579467644,3.034635624118687,1.6022149203074598,1.9349541171375086,3.170680663001231,3.543688235845592,1.8537983882514855,2.734293621588729
3,1.9148992215014475,1.8065705579467644,0.0,2.787923587008225,2.0913193864166852,2.1823189959081417,3.1657915206041314,3.3905960852013486,1.4382247778989001,2.4322335338387213
4,2.683379477365794,3.034635624118687,2.787923587008225,0.0,3.007800766527344,3.0118126079083805,1.749842371034353,2.3039269374522964,2.686049265897795,1.7061239866434292
5,1.9787886013241018,1.6022149203074598,2.0913193864166852,3.007800766527344,0.0,2.0139658881233506,3.2882860224286174,3.7197707756803484,2.0749073138640877,2.980930217958749
6,1.4723538726991736,1.9349541171375086,2.1823189959081417,3.0118126079083805,2.0139658881233506,0.0,3.0221229157859706,3.6208544781927126,1.367644664208102,3.091507015420999
7,2.935865427633116,3.170680663001231,3.1657915206041314,1.749842371034353,3.2882860224286174,3.0221229157859706,0.0,1.617408141776791,2.9005138804423174,2.255863717241785
8,3.60950568076313,3.543688235845592,3.3905960852013486,2.3039269374522964,3.7197707756803484,3.6208544781927126,1.617408141776791,0.0,3.485630605878386,1.976967414098787
9,1.3008702565452779,1.8537983882514855,1.4382247778989001,2.686049265897795,2.0749073138640877,1.367644664208102,2.9005138804423174,3.485630605878386,0.0,2.7339202294478744
10,2.971135237289201,2.734293621588729,2.4322335338387213,1.7061239866434292,2.980930217958749,3.091507015420999,2.255863717241785,1.976967414098787,2.7339202294478744,0.0
