,1,2,3,4,5,6,7,8,9,10
1,0.0,2.568538691967307,1.2843551680755547,1.6095786946419437,3.1644350317100307,2.0201494131793245,1.1987943265556031,3.1802526635290267,2.7196927819320744,1.4596012096223476
2,2.568538691967307,0.0,2.166695638694407,2.637688082909243,1.43827804244854,1.9396997831039986,2.884116754430244,2.1191851432127295,1.2390202393958027,2.74164556924163
3,1.2843551680755547,2.166695638694407,0.0,1.6899521680485678,2.9941793333444777,2.1587838225309324,1.972465855132425,3.197232589855026,2.6157339258704884,1.5947758837291868
4,1.6095786946419437,2.637688082909243,1.6899521680485678,0.0,3.31960950084427,2.2335059791628176,1.4491216936895421,3.629662360610973,2.8910151752079365,1.372362131742249
5,3.1644350317100307,1.43827804244854,2.9941793333444777,3.31960950084427,0.0,2.4575646958701287,3.3414128060944823,1.6226302590417672,1.5655105262618403,3.1542571897014695
6,2.0201494131793245,1.9396997831039986,2.1587838225309324,2.2335059791628176,2.4575646958701287,0.0,1.9183923762397572,2.302035123251599,1.9816786348708022,2.388550390410568
7,1.1987943265556031,2.884116754430244,1.972465855132425,1.4491216936895421,3.3414128060944823,1.9183923762397572,0.0,3.1307694758033806,2.7761091205507307,1.846655018595696
8,3.1802526635290267,2.1191851432127295,3.197232589855026,3.629662360610973,1.6226302590417672,2.302035123251599,3.1307694758033806,0.0,2.0262849555641984,3.2190621920356475
9,2.7196927819320744,1.2390202393958027,2.6157339258704884,2.8910151752079365,1.5655105262618403,1.9816786348708022,2.7761091205507307,2.0262849555641984,0.0,2.8831296105906596
10,1.4596012096223476,2.74164556924163,1.5947758837291868,1.372362131742249,3.1542571897014695,2.388550390410568,1.846655018595696,3.2190621920356475,2.8831296105906596,0.0
