,1,2,3,4,5,6,7,8,9,10
1,0.0,0.986245629084304,0.5825108707019958,0.8354284865932269,0.9705921107177826,1.0824589207570157,1.0640984567467129,1.1032363316048437,1.3256558160858198,1.3148590698188762
2,0.986245629084304,0.0,1.2583382919719703,1.2971411593989663,1.1039024640118515,0.6261815633071359,1.2769522555240378,1.0863164170786956,1.1173011824066084,1.2824636323557443
3,0.5825108707019958,1.2583382919719703,0.0,0.7491138774604945,0.8663802813449053,1.1595404597278767,0.8793478520594389,1.1433747299754764,1.3015373639201409,1.3060802056749
4,0.8354284865932269,1.2971411593989663,0.7491138774604945,0.0,0.887483137824779,1.198376862232814,0.514087477993793,1.2122656711450355,1.3510905884447142,1.49458170776757
5,0.9705921107177826,1.1039024640118515,0.8663802813449053,0.887483137824779,0.0,1.114448370073646,0.743713496670179,1.3182128555511934,1.367448997771736,1.5960969127017648
6,1.0824589207570157,0.6261815633071359,1.1595404597278767,1.198376862232814,1.114448370073646,0.0,1.085122119997992,0.9680326536386843,0.7851537878606731,0.9738482686552006
7,1.0640984567467129,1.2769522555240378,0.8793478520594389,0.514087477993793,0.743713496670179,1.085122119997992,0.0,1.2077658458318643,1.1710949638792305,1.4654143657236824
8,1.1032363316048437,1.0863164170786956,1.1433747299754764,1.2122656711450355,1.3182128555511934,0.9680326536386843,1.2077658458318643,0.0,1.216177408569827,0.6137355000930408
9,1.3256558160858198,1.1173011824066084,1.3015373639201409,1.3510905884447142,1.367448997771736,0.7851537878606731,1.1710949638792305,1.216177408569827,0.0,0.8520957450008791
10,1.3148590698188762,1.2824636323557443,1.3060802056749,1.49458170776757,1.5960969127017648,0.9738482686552006,1.4654143657236824,0.6137355000930408,0.8520957450008791,0.0
