CID,pose_index,docking_score,rmsd_to_best_selected,MWT,TPSA,logP,HBD,HBA,SMILES
Z1041114218,5,-9.085,1.6036343553899524,383.4589999999997,70.07000000000001,3.490000000000002,1,7,[H]c1nc2nc(N3C([H])([H])C([H])([H])N(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])c2nc1[H]
5329560,1,-9.08,0.0,353.42599999999965,84.95,4.064200000000002,2,6,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1OC([H])([H])[H]
Z1127203562,1,-9.076,0.0,342.44299999999964,78.09,3.0333000000000014,2,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])N(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])nc2c1[H]
Z646214330,1,-9.076,0.0,338.40699999999964,56.52,4.657100000000003,1,5,[H]c1c([H])c(N([H])c2nc3c([H])c([H])c([H])c([H])c3o2)c([H])c(C([H])([H])OC([H])([H])C2([H])OC([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
5329558,6,-9.069,1.255077191265076,341.3899999999997,75.72,4.194700000000002,2,5,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1F
Z16226176,3,-9.061,1.4790245489092575,343.45599999999973,75.08,2.999200000000002,2,5,[H]c1c([H])c([H])c2c(c1[H])n([H])c1nnc(SC([H])([H])C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n21
Z1657744734,2,-9.052,0.0,310.36099999999965,88.49000000000001,2.911900000000001,2,5,[H]c1c([H])c(C(=O)N([H])c2nc([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c2c(c([H])nn2[H])c1[H]
5329573,2,-9.051,1.5982082578310892,362.4369999999996,99.50999999999999,4.121680000000002,2,6,[H]c1c([H])c(C([H])([H])C#N)c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z1274688759,1,-9.042,0.0,329.4639999999995,42.769999999999996,1.8034000000000001,2,2,[H]c1c([H])c([H])c(C(=O)N([H])C2([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C2([H])[H])[N+]3([H])C([H])([H])[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z218103890,2,-9.037,0.19769338802666797,423.49299999999965,90.92,2.090799999999999,2,6,[H]c1c([H])c([H])c(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c3nc(C([H])([H])Oc4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])no3)C2([H])[H])c([H])c1[H]
123953120,9,-9.035,1.2233423494101807,342.3979999999997,76.97,3.613800000000002,2,4,[H]c1c([H])c(N([H])c2nc3nc([H])n([H])c3c(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[n+]2[H])c([H])c([H])c1F
Z1673780356,1,-9.033,0.0,300.3579999999996,64.36,3.3161000000000023,1,4,[H]c1noc(C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z91647328,5,-9.027,1.382610648757678,321.3839999999997,85.95,3.3932400000000023,2,6,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1OC([H])([H])c1nc(N([H])[H])nc(N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])n1
Z4521998795,5,-9.021,1.1417089637841025,319.36399999999975,74.85,2.9113000000000007,2,3,[H]c1c([H])c([H])c(C2([H])C([H])(C(=O)N([H])c3c([H])c([H])c([H])c4c(=O)nc([H])n([H])c34)C2([H])C([H])([H])[H])c([H])c1[H]
Z56974472,9,-9.021,1.2692351804708963,374.4919999999996,65.97,4.965940000000003,2,6,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])c2nc(N([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c1[H]
Z1127203562,3,-9.012,1.516042509348046,342.44299999999964,78.09,3.0333000000000014,2,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])N(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])nc2c1[H]
COLIG_2A6,4,-9.01,1.6095786946419437,323.39999999999964,75.72,4.055600000000003,2,5,[H]c1c([H])c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c1[H]
Z646214330,2,-9.01,1.4593720630099374,338.40699999999964,56.52,4.657100000000003,1,5,[H]c1c([H])c(N([H])c2nc3c([H])c([H])c([H])c([H])c3o2)c([H])c(C([H])([H])OC([H])([H])C2([H])OC([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z89684168,3,-9.007,0.0,318.33999999999975,109.74,2.64808,2,7,[H]c1c([H])c([H])c(N([H])c2nc(N([H])[H])nc(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3C#N)n2)c([H])c1[H]
Z3950664500,4,-9.006,1.5248662629064385,348.4059999999998,76.14,4.819200000000003,2,5,[H]c1c([H])c(N([H])c2nc(C3([H])C([H])([H])C3([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1N([H])C(=O)OC([H])([H])C([H])([H])[H]
Z1883550081,2,-9.003,0.0,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z442313918,1,-8.993,0.0,318.33599999999973,90.79999999999998,3.0607800000000003,2,5,[H]c1c([H])c([H])c(N([H])c2nc(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c(C#N)c(=O)n2[H])c([H])c1[H]
Z91647328,6,-8.991,1.1113134139229357,321.3839999999997,85.95,3.3932400000000023,2,6,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1OC([H])([H])c1nc(N([H])[H])nc(N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])n1
5329573,3,-8.99,1.138253551012828,362.4369999999996,99.50999999999999,4.121680000000002,2,6,[H]c1c([H])c(C([H])([H])C#N)c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z89684168,4,-8.989,1.7461461220517283,318.33999999999975,109.74,2.64808,2,7,[H]c1c([H])c([H])c(N([H])c2nc(N([H])[H])nc(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3C#N)n2)c([H])c1[H]
123658957,5,-8.986,1.1907434183190355,376.84299999999973,76.97,4.2672000000000025,2,4,[H]c1c([H])c(N([H])c2nc3nc([H])n([H])c3c(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[n+]2[H])c([H])c(Cl)c1F
Z57110395,10,-8.983,1.7934060982056708,340.3619999999998,77.94,3.403900000000001,1,5,[H]c1c([H])c([H])c(-c2nc(N([H])c3c([H])c([H])c(C(=O)[O-])c([H])c3[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H]
5329558,10,-8.974,1.2187193615583791,341.3899999999997,75.72,4.194700000000002,2,5,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1F
Z1646104587,2,-8.972,1.907468732696127,362.43299999999965,69.03999999999999,3.9139000000000026,1,5,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC([H])([H])c2nnc(C3([H])C([H])([H])C([H])([H])C3([H])[H])n2C([H])([H])[H])c([H])c1[H]
Z91647328,7,-8.972,1.3623188828721162,321.3839999999997,85.95,3.3932400000000023,2,6,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1OC([H])([H])c1nc(N([H])[H])nc(N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])n1
Z1677967961,6,-8.963,1.3485055465022486,366.39599999999973,79.9,4.042600000000003,2,4,[H]c1c([H])c([H])c(C(=O)N([H])c2nc(C3([H])C([H])([H])C([H])([H])C3([H])[H])n([H])n2)c(OC([H])([H])c2c([H])c([H])c(F)c([H])c2[H])c1[H]
123658957,7,-8.962,1.0501996093881525,376.84299999999973,76.97,4.2672000000000025,2,4,[H]c1c([H])c(N([H])c2nc3nc([H])n([H])c3c(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[n+]2[H])c([H])c(Cl)c1F
5329560,2,-8.957,1.734470051996953,353.42599999999965,84.95,4.064200000000002,2,6,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1OC([H])([H])[H]
5329573,4,-8.948,0.8477708030900063,362.4369999999996,99.50999999999999,4.121680000000002,2,6,[H]c1c([H])c(C([H])([H])C#N)c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z2613622720,2,-8.947,0.0,328.3509999999998,78.96000000000001,2.2712000000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])OC([H])(C([H])([H])F)C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z2613622720,3,-8.947,1.6520556968727267,328.3509999999998,78.96000000000001,2.2712000000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])OC([H])(C([H])([H])F)C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z56854611,3,-8.945,1.8212219529546094,320.3959999999997,50.28,3.5184200000000025,1,5,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c2n1
Z91647328,9,-8.945,1.420865177342393,321.3839999999997,85.95,3.3932400000000023,2,6,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1OC([H])([H])c1nc(N([H])[H])nc(N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])n1
Z218103890,3,-8.941,1.0204665378655495,423.49299999999965,90.92,2.090799999999999,2,6,[H]c1c([H])c([H])c(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c3nc(C([H])([H])Oc4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])no3)C2([H])[H])c([H])c1[H]
123658957,8,-8.932,1.957284301553254,376.84299999999973,76.97,4.2672000000000025,2,4,[H]c1c([H])c(N([H])c2nc3nc([H])n([H])c3c(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[n+]2[H])c([H])c(Cl)c1F
Z1673780356,2,-8.93,1.2306349098333451,300.3579999999996,64.36,3.3161000000000023,1,4,[H]c1noc(C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z24682342,9,-8.928,1.6404836160213225,364.4739999999997,58.120000000000005,4.087900000000003,1,5,[H]c1c([H])c([H])c(N([H])c2nc(SC([H])([H])C(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H]
Z56974472,10,-8.924,1.4891192144610321,374.4919999999996,65.97,4.965940000000003,2,6,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])c2nc(N([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c1[H]
Z646214330,4,-8.924,1.5292841583872303,338.40699999999964,56.52,4.657100000000003,1,5,[H]c1c([H])c(N([H])c2nc3c([H])c([H])c([H])c([H])c3o2)c([H])c(C([H])([H])OC([H])([H])C2([H])OC([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z89684168,5,-8.918,1.720189849490804,318.33999999999975,109.74,2.64808,2,7,[H]c1c([H])c([H])c(N([H])c2nc(N([H])[H])nc(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3C#N)n2)c([H])c1[H]
Z91661383,3,-8.912,1.6828495349411758,350.3819999999997,129.04000000000002,2.18372,3,7,[H]c1c([H])c([H])c(C(=O)N([H])[H])c(OC([H])([H])c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])n2)c1[H]
Z1198960055,4,-8.909,1.8679533461803104,322.3639999999997,67.43,3.2223000000000015,2,3,[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])C(=O)N3[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z3950664500,5,-8.905,1.4147008245505097,348.4059999999998,76.14,4.819200000000003,2,5,[H]c1c([H])c(N([H])c2nc(C3([H])C([H])([H])C3([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1N([H])C(=O)OC([H])([H])C([H])([H])[H]
Z645226424,6,-8.904,1.980072425990994,332.36699999999973,88.61,2.939,2,6,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])c3nc([H])c([H])c([H])c3[H])c2[H])c2c(n1)nc([H])n2[H]
Z2610310359,2,-8.896,0.0,324.38799999999964,89.96000000000001,2.3052,3,6,[H]OC([H])([H])C1([H])C([H])([H])N(c2nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])c3c(n2)nc([H])n3[H])C([H])([H])C([H])([H])C1([H])[H]
Z1526896036,3,-8.895,0.6456030151747887,325.4159999999996,84.14,2.5387400000000007,2,5,[H]c1c(C([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])C3([H])[H])c2[H])nc1C([H])([H])[H]
5329560,3,-8.894,1.9635805044996166,353.42599999999965,84.95,4.064200000000002,2,6,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1OC([H])([H])[H]
Z89684168,6,-8.89,1.9610522162968342,318.33999999999975,109.74,2.64808,2,7,[H]c1c([H])c([H])c(N([H])c2nc(N([H])[H])nc(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3C#N)n2)c([H])c1[H]
Z195569274,1,-8.882,0.0,378.4639999999997,110.17999999999999,0.4535000000000009,3,8,[H]c1nc(N2C([H])([H])C([H])([H])[N+]([H])(C([H])(c3nc(N([H])[H])nc(N([H])c4c([H])c([H])c([H])c([H])c4[H])n3)C([H])([H])[H])C([H])([H])C2([H])[H])nc([H])c1[H]
Z1646104587,3,-8.88,1.5187379051530716,362.43299999999965,69.03999999999999,3.9139000000000026,1,5,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC([H])([H])c2nnc(C3([H])C([H])([H])C([H])([H])C3([H])[H])n2C([H])([H])[H])c([H])c1[H]
5329565,4,-8.872,1.6157125315382477,385.4929999999997,92.78999999999999,3.793000000000002,2,6,[H]c1c([H])c(S(=O)C([H])([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z31409736,4,-8.866,1.136852695363259,366.4609999999997,67.43,3.9006000000000025,2,3,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(N([H])C(=O)C([H])([H])N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]
Z1013695804,2,-8.861,1.5165176831169533,324.3629999999997,66.83000000000001,3.2928000000000015,1,6,[H]c1nc2nc(N([H])c3c([H])c([H])c(F)c([H])c3[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2nc1[H]
Z4521998795,7,-8.857,1.2506013125632514,319.36399999999975,74.85,2.9113000000000007,2,3,[H]c1c([H])c([H])c(C2([H])C([H])(C(=O)N([H])c3c([H])c([H])c([H])c4c(=O)nc([H])n([H])c34)C2([H])C([H])([H])[H])c([H])c1[H]
Z91647328,10,-8.847,1.4655541966108658,321.3839999999997,85.95,3.3932400000000023,2,6,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1OC([H])([H])c1nc(N([H])[H])nc(N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])n1
Z56854611,4,-8.846,1.1973722203178632,320.3959999999997,50.28,3.5184200000000025,1,5,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c2n1
Z3590543759,1,-8.844,0.0,342.78599999999983,68.52000000000001,3.4238000000000017,1,5,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])c3nnc([H])n3c2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
76328458,4,-8.841,1.0095112861057063,323.3999999999996,89.71,3.5612000000000013,2,5,[H]c1c([H])c([H])c(-c2nc3nc(N([H])[H])nc(OC([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3n2[H])c([H])c1[H]
Z168978470,2,-8.835,1.7230058606130492,307.3569999999997,85.95,3.3374000000000006,2,6,[H]c1c([H])c([H])c(OC([H])(c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])n2)C([H])([H])[H])c([H])c1[H]
Z30167053,1,-8.831,0.0,333.3909999999997,63.25,3.5204000000000013,2,4,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H]
46927371,8,-8.828,1.4129126679814716,408.50599999999963,88.19000000000001,3.953020000000002,2,7,[H]c1c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(C([H])([H])[H])c1N([H])c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z1657744734,3,-8.822,1.7840412826212377,310.36099999999965,88.49000000000001,2.911900000000001,2,5,[H]c1c([H])c(C(=O)N([H])c2nc([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c2c(c([H])nn2[H])c1[H]
Z168978470,3,-8.785,1.7000190331341483,307.3569999999997,85.95,3.3374000000000006,2,6,[H]c1c([H])c([H])c(OC([H])(c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])n2)C([H])([H])[H])c([H])c1[H]
Z3006954377,1,-8.779,0.0,319.7919999999997,67.01,3.721040000000003,2,3,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c(C([H])([H])[H])c(C([H])([H])[H])nn2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z30167053,2,-8.779,0.079212664134785,333.3909999999997,63.25,3.5204000000000013,2,4,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H]
Z1272453975,3,-8.775,0.0,348.36599999999976,101.75000000000001,3.5409000000000015,2,7,[H]c1nc(N([H])c2c([H])c([H])c(OC([H])([H])c3noc(C4([H])C([H])([H])C4([H])[H])n3)c([H])c2[H])c2c([H])c([H])n([H])c2n1
Z218103890,4,-8.77,1.5537647179558824,423.49299999999965,90.92,2.090799999999999,2,6,[H]c1c([H])c([H])c(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c3nc(C([H])([H])Oc4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])no3)C2([H])[H])c([H])c1[H]
Z990898380,3,-8.76,1.7513474236193194,314.38899999999967,86.88,2.1739999999999995,3,4,[H]c1c([H])c([H])c2c(=O)n([H])c(N([H])C([H])([H])C([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1[H]
COLIG_2A6,7,-8.754,1.1987943265556031,323.39999999999964,75.72,4.055600000000003,2,5,[H]c1c([H])c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c1[H]
5329552,6,-8.752,0.9808259373486957,402.29599999999976,75.72,4.818100000000003,2,5,[H]c1c([H])c(Br)c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c1[H]
Z107740192,4,-8.749,1.2266749487066417,438.52799999999974,95.74000000000001,4.799680000000004,1,6,[H]c1c([H])c(S(=O)(=O)C([H])(C#N)c2nc3c([H])c([H])c([H])c([H])c3nc2N([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1F
5329573,5,-8.747,1.9947662725234043,362.4369999999996,99.50999999999999,4.121680000000002,2,6,[H]c1c([H])c(C([H])([H])C#N)c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z56854611,5,-8.747,0.7156077417979942,320.3959999999997,50.28,3.5184200000000025,1,5,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c2n1
Z1013695804,3,-8.746,1.6791376966347056,324.3629999999997,66.83000000000001,3.2928000000000015,1,6,[H]c1nc2nc(N([H])c3c([H])c([H])c(F)c([H])c3[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2nc1[H]
Z16226176,5,-8.743,1.5741974967676602,343.45599999999973,75.08,2.999200000000002,2,5,[H]c1c([H])c([H])c2c(c1[H])n([H])c1nnc(SC([H])([H])C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n21
46927371,9,-8.734,1.3360190312183262,408.50599999999963,88.19000000000001,3.953020000000002,2,7,[H]c1c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(C([H])([H])[H])c1N([H])c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z1576583090,6,-8.732,1.483878385235582,325.3719999999997,84.83,2.7216000000000005,2,6,[H]c1c([H])c(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])c2nc3c(c([H])nn3C([H])([H])[H])c(=O)n2[H])c1[H]
Z990898380,4,-8.731,1.1277899545162215,314.38899999999967,86.88,2.1739999999999995,3,4,[H]c1c([H])c([H])c2c(=O)n([H])c(N([H])C([H])([H])C([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1[H]
Z352550402,1,-8.728,0.0,309.3289999999997,91.93,2.5657999999999994,3,5,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])C(=O)N([H])c3nnc([H])n3[H])c([H])c2[H])c([H])c1[H]
Z1576583090,7,-8.718,0.8780993868238093,325.3719999999997,84.83,2.7216000000000005,2,6,[H]c1c([H])c(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])c2nc3c(c([H])nn3C([H])([H])[H])c(=O)n2[H])c1[H]
Z2610310359,3,-8.717,1.0096843708809495,324.38799999999964,89.96000000000001,2.3052,3,6,[H]OC([H])([H])C1([H])C([H])([H])N(c2nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])c3c(n2)nc([H])n3[H])C([H])([H])C([H])([H])C1([H])[H]
5329559,7,-8.71,1.9316883478540277,375.83499999999975,75.72,4.848100000000002,2,5,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c(Cl)c1F
Z31409736,7,-8.71,1.894368864504329,366.4609999999997,67.43,3.9006000000000025,2,3,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(N([H])C(=O)C([H])([H])N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]
123658957,10,-8.709,1.7173027982654858,376.84299999999973,76.97,4.2672000000000025,2,4,[H]c1c([H])c(N([H])c2nc3nc([H])n([H])c3c(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[n+]2[H])c([H])c(Cl)c1F
Z2684222059,1,-8.704,0.0,315.3969999999996,102.48999999999998,0.8436999999999997,3,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C(=O)N([H])C([H])(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[N+]([H])([H])[H])nc2c1[H]
Z352550402,3,-8.69,1.2081103131139979,309.3289999999997,91.93,2.5657999999999994,3,5,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])C(=O)N([H])c3nnc([H])n3[H])c([H])c2[H])c([H])c1[H]
5329559,8,-8.685,1.8848987292733104,375.83499999999975,75.72,4.848100000000002,2,5,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c(Cl)c1F
Z646214330,5,-8.683,1.3737839691117824,338.40699999999964,56.52,4.657100000000003,1,5,[H]c1c([H])c(N([H])c2nc3c([H])c([H])c([H])c([H])c3o2)c([H])c(C([H])([H])OC([H])([H])C2([H])OC([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z1139476087,1,-8.673,0.0,325.43999999999954,63.830000000000005,1.4088399999999994,2,4,[H]c1nc2c(nc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])n2[H])c([H])c1[H]
