CID,pose_index,docking_score,rmsd_to_best_selected,MWT,TPSA,logP,HBD,HBA,SMILES
Z48858335,1,-8.673,0.0,315.44199999999967,54.02,4.448420000000003,2,4,[H]c1c([H])c([H])c(N([H])C(=O)c2sc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2C([H])([H])[H])c([H])c1[H]
Z1272453975,4,-8.67,0.4682923703136577,348.36599999999976,101.75000000000001,3.5409000000000015,2,7,[H]c1nc(N([H])c2c([H])c([H])c(OC([H])([H])c3noc(C4([H])C([H])([H])C4([H])[H])n3)c([H])c2[H])c2c([H])c([H])n([H])c2n1
49863194,2,-8.662,1.2692633167838325,280.3309999999997,63.690000000000005,3.3413000000000013,1,4,[H]c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])c([H])c([H])c([H])c1[H])n2[H]
Z2996605995,4,-8.655,1.0649224831138357,330.81499999999966,51.22,4.392940000000003,1,3,[H]c1c(C([H])([H])[H])nc(C([H])([H])[H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
5329573,7,-8.652,1.7775414309893773,362.4369999999996,99.50999999999999,4.121680000000002,2,6,[H]c1c([H])c(C([H])([H])C#N)c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z2996605995,5,-8.652,1.597582087177011,330.81499999999966,51.22,4.392940000000003,1,3,[H]c1c(C([H])([H])[H])nc(C([H])([H])[H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z1526896036,7,-8.651,1.673329241140328,325.4159999999996,84.14,2.5387400000000007,2,5,[H]c1c(C([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])C3([H])[H])c2[H])nc1C([H])([H])[H]
Z645226424,10,-8.65,1.6177473496005925,332.36699999999973,88.61,2.939,2,6,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])c3nc([H])c([H])c([H])c3[H])c2[H])c2c(n1)nc([H])n2[H]
Z107740192,5,-8.649,1.3132972046596199,438.52799999999974,95.74000000000001,4.799680000000004,1,6,[H]c1c([H])c(S(=O)(=O)C([H])(C#N)c2nc3c([H])c([H])c([H])c([H])c3nc2N([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1F
Z1657740785,5,-8.636,0.9967748901026161,337.38699999999966,101.38,2.8207000000000004,2,6,[H]c1nc(-c2c([H])c([H])c([H])c(C(=O)N([H])c3nc([H])n(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])n3)c2[H])n([H])n1
Z1657744734,4,-8.635,1.7589699340440095,310.36099999999965,88.49000000000001,2.911900000000001,2,5,[H]c1c([H])c(C(=O)N([H])c2nc([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c2c(c([H])nn2[H])c1[H]
Z1657740785,6,-8.633,1.1356629668797664,337.38699999999966,101.38,2.8207000000000004,2,6,[H]c1nc(-c2c([H])c([H])c([H])c(C(=O)N([H])c3nc([H])n(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])n3)c2[H])n([H])n1
Z91661383,5,-8.633,1.543220706335941,350.3819999999997,129.04000000000002,2.18372,3,7,[H]c1c([H])c([H])c(C(=O)N([H])[H])c(OC([H])([H])c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])n2)c1[H]
Z2684222059,2,-8.632,0.8109647861012206,315.3969999999996,102.48999999999998,0.8436999999999997,3,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C(=O)N([H])C([H])(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[N+]([H])([H])[H])nc2c1[H]
Z89684168,10,-8.626,1.5133959125904175,318.33999999999975,109.74,2.64808,2,7,[H]c1c([H])c([H])c(N([H])c2nc(N([H])[H])nc(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3C#N)n2)c([H])c1[H]
Z57346758,2,-8.611,0.0,310.3569999999997,79.3,2.786200000000001,3,6,[H]OC([H])([H])C([H])([H])N([H])c1nc(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])nc2c([H])c([H])c([H])c([H])c12
Z1657740785,7,-8.61,1.3850703045449084,337.38699999999966,101.38,2.8207000000000004,2,6,[H]c1nc(-c2c([H])c([H])c([H])c(C(=O)N([H])c3nc([H])n(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])n3)c2[H])n([H])n1
Z352550402,4,-8.61,1.0443933771241674,309.3289999999997,91.93,2.5657999999999994,3,5,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])C(=O)N([H])c3nnc([H])n3[H])c([H])c2[H])c([H])c1[H]
Z990898380,5,-8.608,1.418696936791304,314.38899999999967,86.88,2.1739999999999995,3,4,[H]c1c([H])c([H])c2c(=O)n([H])c(N([H])C([H])([H])C([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1[H]
Z1013695804,4,-8.606,1.512288035891569,324.3629999999997,66.83000000000001,3.2928000000000015,1,6,[H]c1nc2nc(N([H])c3c([H])c([H])c(F)c([H])c3[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2nc1[H]
Z16226176,7,-8.606,1.1018264858486364,343.45599999999973,75.08,2.999200000000002,2,5,[H]c1c([H])c([H])c2c(c1[H])n([H])c1nnc(SC([H])([H])C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n21
Z1627224447,2,-8.605,0.0,315.3579999999998,99.77,2.3491,3,5,[H]c1nc(N([H])c2c([H])c([H])c([H])c([H])c2[H])c(N([H])S(=O)(=O)c2nc([H])n([H])c2[H])c([H])c1[H]
Z1212723352,1,-8.597,0.0,327.73499999999984,105.41000000000001,2.668399999999999,2,7,[H]c1nc(N([H])C([H])([H])c2nc(-c3c([H])c([H])c(Cl)c([H])c3[H])no2)c2c(n1)nc([H])n2[H]
Z2654643499,1,-8.597,0.0,311.4529999999995,42.25,2.4216999999999995,2,3,[H]c1c([H])c([H])c2c([H])nc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([N+]4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])nc2c1[H]
Z1526896036,8,-8.595,1.256959722536655,325.4159999999996,84.14,2.5387400000000007,2,5,[H]c1c(C([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])C3([H])[H])c2[H])nc1C([H])([H])[H]
Z91661383,6,-8.593,1.644094614973627,350.3819999999997,129.04000000000002,2.18372,3,7,[H]c1c([H])c([H])c(C(=O)N([H])[H])c(OC([H])([H])c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])n2)c1[H]
Z3950664500,8,-8.592,1.9331081466223274,348.4059999999998,76.14,4.819200000000003,2,5,[H]c1c([H])c(N([H])c2nc(C3([H])C([H])([H])C3([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1N([H])C(=O)OC([H])([H])C([H])([H])[H]
Z321303522,3,-8.584,0.0,336.3909999999996,63.35,3.9780000000000024,2,3,[H]c1c([H])c(OC([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c1[H]
Z1576583090,10,-8.576,1.4452569423634594,325.3719999999997,84.83,2.7216000000000005,2,6,[H]c1c([H])c(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])c2nc3c(c([H])nn3C([H])([H])[H])c(=O)n2[H])c1[H]
Z168978470,5,-8.576,0.8123652678954953,307.3569999999997,85.95,3.3374000000000006,2,6,[H]c1c([H])c([H])c(OC([H])(c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])n2)C([H])([H])[H])c([H])c1[H]
Z442313918,2,-8.576,0.986245629084304,318.33599999999973,90.79999999999998,3.0607800000000003,2,5,[H]c1c([H])c([H])c(N([H])c2nc(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c(C#N)c(=O)n2[H])c([H])c1[H]
Z1212723352,2,-8.572,1.8142193669767146,327.73499999999984,105.41000000000001,2.668399999999999,2,7,[H]c1nc(N([H])C([H])([H])c2nc(-c3c([H])c([H])c(Cl)c([H])c3[H])no2)c2c(n1)nc([H])n2[H]
Z1212723352,3,-8.568,0.05075304650514123,327.73499999999984,105.41000000000001,2.668399999999999,2,7,[H]c1nc(N([H])C([H])([H])c2nc(-c3c([H])c([H])c(Cl)c([H])c3[H])no2)c2c(n1)nc([H])n2[H]
Z1570962597,1,-8.557,0.0,310.36499999999967,95.51,1.4714,2,7,[H]c1nc(N([H])C([H])([H])C2([H])C([H])([H])N(c3nc([H])c([H])c([H])n3)C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z4521998795,8,-8.556,0.93004244819312,319.36399999999975,74.85,2.9113000000000007,2,3,[H]c1c([H])c([H])c(C2([H])C([H])(C(=O)N([H])c3c([H])c([H])c([H])c4c(=O)nc([H])n([H])c34)C2([H])C([H])([H])[H])c([H])c1[H]
Z1677967961,9,-8.555,1.3129884845251745,366.39599999999973,79.9,4.042600000000003,2,4,[H]c1c([H])c([H])c(C(=O)N([H])c2nc(C3([H])C([H])([H])C([H])([H])C3([H])[H])n([H])n2)c(OC([H])([H])c2c([H])c([H])c(F)c([H])c2[H])c1[H]
Z1677967961,10,-8.552,1.4431352832389481,366.39599999999973,79.9,4.042600000000003,2,4,[H]c1c([H])c([H])c(C(=O)N([H])c2nc(C3([H])C([H])([H])C([H])([H])C3([H])[H])n([H])n2)c(OC([H])([H])c2c([H])c([H])c(F)c([H])c2[H])c1[H]
Z1272453975,5,-8.549,0.7000640462501506,348.36599999999976,101.75000000000001,3.5409000000000015,2,7,[H]c1nc(N([H])c2c([H])c([H])c(OC([H])([H])c3noc(C4([H])C([H])([H])C4([H])[H])n3)c([H])c2[H])c2c([H])c([H])n([H])c2n1
Z2684222059,4,-8.546,0.40571119859310933,315.3969999999996,102.48999999999998,0.8436999999999997,3,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C(=O)N([H])C([H])(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[N+]([H])([H])[H])nc2c1[H]
Z1127203562,4,-8.544,1.805909149790075,342.44299999999964,78.09,3.0333000000000014,2,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])N(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])nc2c1[H]
Z1627224447,3,-8.54,0.17149029486828204,315.3579999999998,99.77,2.3491,3,5,[H]c1nc(N([H])c2c([H])c([H])c([H])c([H])c2[H])c(N([H])S(=O)(=O)c2nc([H])n([H])c2[H])c([H])c1[H]
Z1041114218,8,-8.539,1.7786426856156754,383.4589999999997,70.07000000000001,3.490000000000002,1,7,[H]c1nc2nc(N3C([H])([H])C([H])([H])N(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])c2nc1[H]
Z2611810317,2,-8.534,0.0,324.38799999999964,78.96,2.5692000000000004,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])C([H])(C([H])([H])OC([H])([H])[H])C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z1883550081,3,-8.53,1.2111340130413752,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z31409736,9,-8.53,1.7156906084345125,366.4609999999997,67.43,3.9006000000000025,2,3,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(N([H])C(=O)C([H])([H])N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]
Z646130978,2,-8.528,0.0,326.3599999999997,96.03,1.4319999999999995,2,6,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c2[H])c2c(n1)nc([H])n2[H]
46927371,10,-8.525,1.5325010103757548,408.50599999999963,88.19000000000001,3.953020000000002,2,7,[H]c1c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(C([H])([H])[H])c1N([H])c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
5329565,7,-8.523,1.5414454476767911,385.4929999999997,92.78999999999999,3.793000000000002,2,6,[H]c1c([H])c(S(=O)C([H])([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z1673780356,5,-8.522,1.578102452842135,300.3579999999996,64.36,3.3161000000000023,1,4,[H]c1noc(C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
5329552,7,-8.519,1.3811512107552255,402.29599999999976,75.72,4.818100000000003,2,5,[H]c1c([H])c(Br)c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c1[H]
Z1673780356,6,-8.519,1.8302590644113153,300.3579999999996,64.36,3.3161000000000023,1,4,[H]c1noc(C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z2994634090,2,-8.519,0.0,332.78699999999975,60.45,3.7847000000000017,1,4,[H]c1nc([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])C2([H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H]
Z2611810317,3,-8.507,1.1590667901031566,324.38799999999964,78.96,2.5692000000000004,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])C([H])(C([H])([H])OC([H])([H])[H])C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z1198960055,5,-8.503,1.3208002214937486,322.3639999999997,67.43,3.2223000000000015,2,3,[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])C(=O)N3[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
5329560,8,-8.501,1.5727849537174685,353.42599999999965,84.95,4.064200000000002,2,6,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1OC([H])([H])[H]
Z25402869,3,-8.493,0.0,396.5409999999998,66.91,4.567600000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nnc(SC([H])([H])C(=O)N([H])C3([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C([H])([H])C3([H])[H])s2)c([H])c1[H]
Z1274688759,3,-8.49,1.9359908128839252,329.4639999999995,42.769999999999996,1.8034000000000001,2,2,[H]c1c([H])c([H])c(C(=O)N([H])C2([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C2([H])[H])[N+]3([H])C([H])([H])[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z2611810317,4,-8.489,1.7650276575854977,324.38799999999964,78.96,2.5692000000000004,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])C([H])(C([H])([H])OC([H])([H])[H])C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z1883550081,5,-8.486,1.8636984583076914,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z2613622720,6,-8.483,1.602027911447068,328.3509999999998,78.96000000000001,2.2712000000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])OC([H])(C([H])([H])F)C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z1139476087,2,-8.481,1.027303233605171,325.43999999999954,63.830000000000005,1.4088399999999994,2,4,[H]c1nc2c(nc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])n2[H])c([H])c1[H]
Z1039088436,1,-8.479,0.0,300.4299999999995,49.25,1.2430999999999994,2,3,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c2n1
5329560,9,-8.468,1.8764233910050527,353.42599999999965,84.95,4.064200000000002,2,6,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1OC([H])([H])[H]
Z1883550081,6,-8.456,1.385168738812515,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z990898380,6,-8.456,1.1373847998747566,314.38899999999967,86.88,2.1739999999999995,3,4,[H]c1c([H])c([H])c2c(=O)n([H])c(N([H])C([H])([H])C([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1[H]
Z1883550081,7,-8.451,1.8613362110971368,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z48858335,2,-8.449,1.5368169683782877,315.44199999999967,54.02,4.448420000000003,2,4,[H]c1c([H])c([H])c(N([H])C(=O)c2sc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2C([H])([H])[H])c([H])c1[H]
COLIG_2A6,10,-8.446,1.4596012096223476,323.39999999999964,75.72,4.055600000000003,2,5,[H]c1c([H])c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c1[H]
Z31409736,10,-8.446,1.731291158543812,366.4609999999997,67.43,3.9006000000000025,2,3,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(N([H])C(=O)C([H])([H])N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]
Z16226176,10,-8.445,1.2893338926946927,343.45599999999973,75.08,2.999200000000002,2,5,[H]c1c([H])c([H])c2c(c1[H])n([H])c1nnc(SC([H])([H])C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n21
Z990898380,7,-8.443,1.2546996492346563,314.38899999999967,86.88,2.1739999999999995,3,4,[H]c1c([H])c([H])c2c(=O)n([H])c(N([H])C([H])([H])C([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1[H]
5329565,8,-8.441,1.03197919610945,385.4929999999997,92.78999999999999,3.793000000000002,2,6,[H]c1c([H])c(S(=O)C([H])([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z646130978,3,-8.439,1.9340819352423861,326.3599999999997,96.03,1.4319999999999995,2,6,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c2[H])c2c(n1)nc([H])n2[H]
Z3590543759,3,-8.438,1.8247970696474647,342.78599999999983,68.52000000000001,3.4238000000000017,1,5,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])c3nnc([H])n3c2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
5329565,9,-8.436,1.78689253627422,385.4929999999997,92.78999999999999,3.793000000000002,2,6,[H]c1c([H])c(S(=O)C([H])([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z1039088436,2,-8.434,1.478174261977005,300.4299999999995,49.25,1.2430999999999994,2,3,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c2n1
Z48858335,3,-8.431,1.575421240851335,315.44199999999967,54.02,4.448420000000003,2,4,[H]c1c([H])c([H])c(N([H])C(=O)c2sc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2C([H])([H])[H])c([H])c1[H]
5329560,10,-8.428,1.7827669445078396,353.42599999999965,84.95,4.064200000000002,2,6,[H]c1c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c([H])c([H])c1OC([H])([H])[H]
Z1272453975,8,-8.428,1.328402903462431,348.36599999999976,101.75000000000001,3.5409000000000015,2,7,[H]c1nc(N([H])c2c([H])c([H])c(OC([H])([H])c3noc(C4([H])C([H])([H])C4([H])[H])n3)c([H])c2[H])c2c([H])c([H])n([H])c2n1
Z195569274,3,-8.428,1.4461318969465244,378.4639999999997,110.17999999999999,0.4535000000000009,3,8,[H]c1nc(N2C([H])([H])C([H])([H])[N+]([H])(C([H])(c3nc(N([H])[H])nc(N([H])c4c([H])c([H])c([H])c([H])c4[H])n3)C([H])([H])[H])C([H])([H])C2([H])[H])nc([H])c1[H]
Z352550402,7,-8.427,1.6972255584306641,309.3289999999997,91.93,2.5657999999999994,3,5,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])C(=O)N([H])c3nnc([H])n3[H])c([H])c2[H])c([H])c1[H]
Z56854611,7,-8.426,1.5503964355968305,320.3959999999997,50.28,3.5184200000000025,1,5,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c2n1
Z1463055422,2,-8.417,0.0,318.37299999999965,90.65,1.2396999999999994,2,4,[H]c1c([H])c([H])c(C(=O)N([H])C2(C(=O)N([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z25402869,4,-8.415,1.3837514829558364,396.5409999999998,66.91,4.567600000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nnc(SC([H])([H])C(=O)N([H])C3([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C([H])([H])C3([H])[H])s2)c([H])c1[H]
Z1139476087,4,-8.41,0.9164531198294689,325.43999999999954,63.830000000000005,1.4088399999999994,2,4,[H]c1nc2c(nc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])n2[H])c([H])c1[H]
Z352550402,8,-8.405,1.6005985729141885,309.3289999999997,91.93,2.5657999999999994,3,5,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])C(=O)N([H])c3nnc([H])n3[H])c([H])c2[H])c([H])c1[H]
49863196,4,-8.404,1.2731589491776922,309.37299999999965,76.58000000000001,3.3740000000000014,1,5,[H]c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])nc([H])c([H])c1[H])n2[H]
Z1127203562,5,-8.401,1.7211164393235243,342.44299999999964,78.09,3.0333000000000014,2,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])N(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])nc2c1[H]
5329552,8,-8.396,1.3702861869311609,402.29599999999976,75.72,4.818100000000003,2,5,[H]c1c([H])c(Br)c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c1[H]
Z2654643499,3,-8.394,1.6548222414377962,311.4529999999995,42.25,2.4216999999999995,2,3,[H]c1c([H])c([H])c2c([H])nc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([N+]4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])nc2c1[H]
Z442313918,3,-8.39,0.5825108707019958,318.33599999999973,90.79999999999998,3.0607800000000003,2,5,[H]c1c([H])c([H])c(N([H])c2nc(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c(C#N)c(=O)n2[H])c([H])c1[H]
Z1039088436,3,-8.38,1.729543196098029,300.4299999999995,49.25,1.2430999999999994,2,3,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c2n1
Z1883550081,8,-8.377,1.7384133406119224,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z1627224447,4,-8.376,1.4208308171851836,315.3579999999998,99.77,2.3491,3,5,[H]c1nc(N([H])c2c([H])c([H])c([H])c([H])c2[H])c(N([H])S(=O)(=O)c2nc([H])n([H])c2[H])c([H])c1[H]
Z4521998795,10,-8.375,1.2162125060909226,319.36399999999975,74.85,2.9113000000000007,2,3,[H]c1c([H])c([H])c(C2([H])C([H])(C(=O)N([H])c3c([H])c([H])c([H])c4c(=O)nc([H])n([H])c34)C2([H])C([H])([H])[H])c([H])c1[H]
Z1657740785,9,-8.368,1.5194137744293423,337.38699999999966,101.38,2.8207000000000004,2,6,[H]c1nc(-c2c([H])c([H])c([H])c(C(=O)N([H])c3nc([H])n(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])n3)c2[H])n([H])n1
